Username,Comment
@balwindermahla9685,ਸਿਰਾ ਐ bro
@goluthakur1545,Very nice ❤️
@S.S.V.S-c5x,"I count number that I listen this song 
1000 times . l I see. This song when iam 10 year old now I am 12 year old i  
I love this song 100 % 😇🥲😛😋😚😚😚😚😚😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘
It was TRUE words that I tell in this comment box"
@rajbano2399,7 sal purna...or aaj suna h mene wo bhi new smj ke..😁😁
@somscool2785,Legends all r from instagram 🤣😂 for listening 🎧 dis track 🤣
@MR_KHILADI_RAVI,Super se b upar song
@dharmendraprasad8360,Great
@rockyrathore3679,Listening TODAY 😂😂
@coolraj33,"Yaaro Mall Road Uthe Mainu Kal Takri
Tussi Pooja Piche Peh Gye Ohdi Gal Wakhri (×)

Jnaa Khna Maar da ae pooja te comment vai
O tahiyo jhad daindi yaaro laondi nhiyo mint vai
Air gair nahiyo gal daindi nahiyo kehn vai
Sirre da patola ae pooja di chooti behan vai

On taan ek maa ne yaaro dhiyan jamiya ne do
Mai khya kithe yaaro todki ji pooja kithe oo(×)


 
Ohne saade pind – Gediyan ki laa diya
Jatta de puttan de hatho Gaiya Chad Vaatiya
Jihne v O vekhi saare ehiyo gal kehn vai
Sirre da patola ae pooja di chooti behan vai
Sirre da patola ae pooja di chooti…

Mainu Teri Sonh ae Jatta Niri Lagdi Fruit
Jinni Jachdi ae Jean Ohna Jachda ae Suit
Jinni Jachdi ae jean Ohna Jachda ae suit
Ohde Naal Ohdi Sheliya C Khadiya
Kal Jdo Kathiya Baazar Vich Vadiyan
Baazar vich vadiyan

Mai C Sutna Number Ohta Magro he na lehn Vai
Sirre Da Patola Ae Pooja Di Chooti Behan Vai
Sirre Da Patola Ae Pooja Di Chooti…

Yaaro Pooja Naalo kite jyada att lge meena
Ohdi akh vi kamini mera dil bhi kamina(×)

Doha dila vich duri Dil Karda Na Sehn vai
Sirre da patola ae pooja di chooti behan vai

Pehla karni ae sett ferr apni banoni
Yaaro Ghre Baljit ne taa Meena he Lyoni
Saare pindi vhi Vadaali wale Vekhde E rehn Vai
Sirre da Patola ae Pooja di Chooti Behan Vai (×)"
@rohanpatil5465,2.45 lisean
@akashchoubey3903,It's 2021 and we all still here
@bhattji2122,❣️❣️❣️👏 masterpeace
@ukmishra9207,Gajjjb kaa andage for the friends and others and family and friends are like a million times better than yesterday and today and tomorrow so beautiful sweet dreams hearttiching and supervisor for the next jernation and family and friends and others are like a best choice and the most beautiful thing about the best choice and super and supervisor
@ukmishra9207,Lovely sweet dreams hearttiching song
@ukmishra9207,Mohake madur sweet beautiful
@ukmishra9207,Juberdust looking
@ukmishra9207,Kubsurt song dance video hearttiching
@Inaaam_mir,Reels dkh kai kon aaya 🤣
@ashishpant3395,Nic song
@himelrana4014,Vi 2021 pe bhi jeher❤️
@megha6011,Kismat da khel aa 7saal baad song viral ho giyaa 22 da 🥰🥰👍👍👍👍
@abhi__saharan-g7p,this song deserve more than 100 million views
@simrankaur3007,2:45 that line ♥😘😊
@harshadedit,2:45 😍💯❤️🔥
@parulthalor402,Legend are watching this song in 2021 😂😂
@marvelstudios2872,Are u still listening this song in August 2021🤩🤩🤩
@satwikanandchauhan,3:14
@Pasha_.shaikh,Who's watching this song in august after watching insta reels.
@Theshoaibmusic,❤️❤️
@AnjaliSharma-xj5dl,Song to bhut shandar hai 😍😍
@hemantbaghel7901,Wow song h yrr ❤️❤️ kitna bhi suno mnn nhi bhrta 😘😘
@hemantbaghel7901,"Ohdi ankh v kamini,mera dil v kamina. Khtra line 🤟🤟"
@varunchaudhary2220,My wonderful song namar gill
@PentestHint,"https://youtu.be/9-2P-3xQoZo?t=165 
Jo sunne ke liye aaye ho"
@Tanweer787,Jiske Liye Aaye Ho wo 2:45 se Hai 🤪🤪🤪
@rajeetbushahrpaa9285,Reels se aaye hue praani kataaai bhi legend nhi he Legend to vo h jo ise phle se sunta h y youtube ne jise suggest kia he 🥀
@sumitkumarmishra2927,Actress name kya hai ..
@poojarathi7110,Pooja di choti pehn vai 😌😌
@sentimentalvalu,Ye gana nhi meme material hai bhai
@sunnymali3198,Ek line k liye pura song sunne kon aya😂😂
@madanchandrasingh2374,👍👍👍super music
@ajayveramaak4294,Ajayko
@badalchandra7044,Legends watch in August 😄😄😄
@hemantchandrawal9562,मजा आ गया यार। बस नाचते रहो
@krishnachoudhary2172,Damn damn damn.. supper supper song.  Hame 7 sal bad pata chal ra...
@neeleshchidar37,"Aug 30,21 
Listening this masterpiece"
@sukhbirkensha7247,Super song h bhai ji
@Harshraj-su9ux,Nice melodious song this song addicted me
@sultanAbdulqadri,👍👍👍
@kritika8966,🤣😂Very nice
@rajashreedas3912,amazing song
@shubhgaming9783,Ohhdi ankh v kamini mera dil bhi kimina😍😍😍😍
@lovekushjoshi1198,Nice song God bless you bro
@gulhasansaifi6189,"Main to bas `ohdi ankh bhi kamini mera dil bhi kamina,~ wali line sunne ke liye aaya hoon  🤪😝😁😁"
@abhimanyusa,"रील्स देख के आने वालो 2:40 से शुरू करो
धन्यवाद बाद मैं दे देना"
@Moto-js2ui,Abhi pata chala ki aisa bhi ek song h 🙂
@sarojtiwari6655,2:45 the real thing begins
@upscaspirant1841,The actress is upma sharma
@romanddf3321,Jiske liye aay ho 2:45ok😆
@pawanjhansi,2014 me aaya tha popular abhi ho rha hai 😂😂
@gamitgopindra8490,Who listening this song after watch #igmemes....
@prince1st776,Who's here from insta reels?
@creatormohan7629,Awesome
@mcboys6613,Kon kon instagram par sunke aya hai  meri tarha😅
@ravisainiup8365,Good
@AshishYadav-uv6in,Skipping the song for the main lyrics 😂😂
@jatashankarjha8059,Reel walo 2:40 p jao 😂
@gennerycbseclasses8147,2:45 ❤️❤️
@maheshdora3419,Is she upma sharma featured in this song???
@Learn.with.mohsin,"Instagram sa bagggg ka yaha aya....
Aak line suna...,😍😍😍😍"
@himanshurawat9545,This song released 7years aago  and .I am listening music too say(29/8/2021)🔥
@rsayan6408,Instagram se Kaun kaun aaya hai😂😀😎😂😂😀
@rkjhavlogs1826,Mind-blowing song ❤️
@jayveermourya1314,Best song
@unkown5765,2:52
@ukmishra9207,Mohake madur sweet beautiful and gajjjb kaa andage sweet beautiful
@ukmishra9207,Kubsurt andage shandar looking
@ukmishra9207,So beautiful
@ukmishra9207,Kubsurt andage mastanaa neager Kay samaney
@vedantkalsait3054,Bhai music kitna hard lag rha he 😂😂👍
@avanishgupta5396,Ofcourse you are finding 2:45 😍
@swayambiswas4298,2:45 jo tum sab sunne aaye ho ❤️do's 😏
@gameruday5741,Pls 🙏 heroine name?
@DashrathYadaw,2:45
@ig_derek7012,2:45 -- legends listening this line 😍❤️
@ig_derek7012,Sb yha reels se aye hai na ? 😂😂
@SalmanKhan-id9th,Yeh kya bawasir bana diye ho be😠👊
@madanahirwar7750,Nice song
@Sonekarupendrashyam,"I am addicted to this song 🤩😍😍

almost everyday listening 5 to 6 times
from last 3 days

""ohdi  aankh bhi kameena mera dil bhi kameena ""

i love this lines 😃🤗😍😍
😅😁😁😁😄😍☺"
@musicismyecstasy9399,I came here only for the hook line... turned out the entire song as flamboyant 💥💘❣🔥
@jobanpreetgillsaab2812,Bomb song😍😀😁❤❤❤👌👌👌👌
@soulofgod4319,"2:45 ohhdi ankh v kamini,mera dil v kamina😂🤗🤗🔥🔥"
@Mahideeppanda,Who is listening in August 2021😂🏏😂😂
@Anshkr_02,"2.42 heart touching line ... Har 2 ghante me 1k likes badh rhe h kisne kisne notice kiya.  Because me har 2 ghante me sun rha Hu,😍😅 finally 5k comments completed"
@princehamirani4998,Jis line ke liye aap yaha aaye ho woh 2:46 ko aayegi.. Thank me later.. 😁
@rudrakshayaduvanshi3198,"Waise Reels dekh kr yaha kon kon aaye ho 😂😂😂😂
Sb koi attendence bnayega 😂😂"
@drmananyadav401,"Es song sa pata chalta ha life main kabhi har nhi mane chiya, kyo ke ya song jab aya etna nhi chala per ab dekho ketna traend main Aa rha ha, Es lea khta ha time kabhi bhi change ho sakta ha,"
@pushkinjustin9724,August 2021 instagram 😅😂😂😂😂
@m.yaduvanshi7718,2:45 से osm line Yr
@samratkurre5192,Reels
@Krishna_8298,Koi lyrics ka matlb btao utar
@maheshdora3419,"Heart break v sunno namar bhai da, bht hi sahi song h❤❤"
@ShivaSingh-jt1dj,I had came for one line...and ended up loving the entire song 💚💚💚💚💚💚💚
@izaibigujjar,I'm listening this song in August 2021
@Meenaatul57,02:43 Jiska Intezar Kr rhe ho😂😂
@naturalcurejourney,Gaana to thik h
@naziransari5048,Nice sog
@rahuldangiya961,Nice song
@LittleAnkit,मुझे कुछ समझ में नहीं आया फिर भी 10 बार सुन चुका हु 😂😂😂
@sanatansanskar3,Sire da Patola hai Pooja di choti bhen....fucking lyrics😁♥️
@pratiixx,🔥🔥🔥🔥
@Sparkstudio5,2021 me koi ye video dekh raha he kya ❤️it's my all time favourite song ❤️❤️❤️❤️❤️❤️
@aaryansharma6425,Baljit 🔥🔥🔥🔥😂😂
@sudhir.pooja256,Mujhe pta hi nahi tha k mere name par bhi song hai 😁😁
@priyankatomar8835,Wait over at 2:51...
@viveksuryavanshi123,Itne lyrics me to tony 1000 gane banata or pagal kar deta
@Rpsculturerestaurant,Super@@@
@harishsingh2958,Waoooo what song...so amz...😀
@jaspalsingh885,Nice ji 👌👌🔥🔥🔥❤️ Love 😘😘 Miss
@bbimalgurung1646,Nice 👍😊
@Agarwoodnursery,Instagram reels dekhke kaun kaun aaya hai?
@howtotech8302,"2:44  , samay bachao"
@mohammedwaseem1078,Ju sunne aye ho wo 2.45 pe hai😂
@Ashishsharma-ro8zp,Comments pdhne kon kon aya h
@preet.upadhyay_07,2:45  - Here's the line - Ankh vi kamini mera dil vi kamina
@premsinha7168,Addicted with this song
@bulletrajasunny1062,Nice song
@adityapalsinghpanwar727,Background Music👌
@sahil09op24,Nic ☺☺☺☺💜💜
@StudyAt_Home,Present me agar ye song release ho to singer kon hoga???? 😘😘😘😘😘😘👍👍👍👍
@StudyAt_Home,Old is always gold
@chandanbasfor2789,I  garantie you 😂 jisne dislike kiya wo Tony Kakkar ke fan hai 😂😂
@DirectorgiftyTruepal,2:44  Bss yahi sunna tha❤️😂😂
@MohitKumar-qy9fz,Nice song 😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎
@syedshams3462,Listening this epic from last 6 year's and still not found the replacement of this fabulous song
@shahirmalik4524,2:48
@thetrezz1871,💓
@kumarrajan8434,Anyone who play this track in gym
@AmitYadav-ic9sr,Saare londe reels dekh k aaye hai👍👍
@varshasahuvarsha1899,Nice
@surajgoud84,Underrated song
@annoymous27,addictive song❤️❤️
@sandeepnayak3962,Mai do sal se sun raha hu  ayesa gana bhi suna hai
@rgvlogs2194,Song to bekaar h par fir bhi sunene ka man karta h naaaa
@AnilRathwaVlogs,2:50 reel virul
@opvishal-ff9325,Op bahi
@vijaymeena6537,Very nice song really heart touching 👌👌👌👌👌👌🔫🔫🔫🔫🔫🔫
@mohiniban2401,Superrrbbb
@dastond2142,"2 :45 ur fav part
Thank me later😊"
@rushikeshkandekar7777,Reels dekh dekh kon aaya hai ?
@ramsiya660,2:46 magical word
@arpitmishra7301,Baljit bhai swag 😎
@arpitmishra7301,Today I listen this song 100 times +😂
@SurajSandhu13,Legend are watching this song on 2021😊🤣
@mahendramishra3807,Bawal🔥🔥
@Abhi-tu9pq,2:48 if you want to listen ohdi ankh bhi kamini mera dil bhi kamina
@adityapalsinghpanwar727,I need it's karaoke.....Can anyone provide it?
@parmartejas4857,Reels 🤣🤣🤣🤣
@rupalisaraswat8966,Thanks to instagram reels ..❤️
@prashantpandey965,Status aur reels dekh k kaun aaya hai especially teri aankh wi kamini k liye kaun kaun aaya hai
@arpitmishra7301,Yr ye song kiderrr tha 😀❤️
@itsmystery8292,"Song Released in 2014 
Listened in 2021 ❤❤"
@AkashGraphic-m7y,This voice is good one more song ❤️❤️❤️
@sakshimathur3767,Iski popularity dekhke lgta hai remix banane wale hain Bollywood wale.
@arnav__1006,2:40 TO 2:55❤❤
@devesh5762,Cameraman and editor are on another way 🤩🤩
@harshitpal2320,Jo aap dudh rhy hai wo 02:45 pe milegaa😍😅
@legendx4411,Legend are watching 2021 😀😀
@meghachoudhary3723,"And the ""oo di ankh vi kamini mera dil vi kamina ""comes on 2:44"
@nitishtw,His insta Id - https://instagram.com/namrgill_official
@rjjubhaidodiyar3913,Supar 🔥🔥🔥🔥
@shazu334,Reels dekh k ane wale  attendnce lgao
@princethakur6131,😂🔥😂🔥
@bawamotovlog,Bhai itta purana song hai ye reels pe ab chal rha hai😂😂
@berojgar5826,Jis wajah se aaya tha wo bohot kam hai yaar😔😔
@pain_xenpai,2:44 thank me later
@AjayandAvyaanblogs.,Wo di ankh bhi kamini sada dil bhi kamina waiting for only these words 😘😘😘😘
@saurabh_bihari,"यारो माँल रोड़ उत्ते मैनू कल टकरी
तुसी पूजा पीछे पै गए ओहदी गल्ल वखरी

यारो माँल रोड़ उत्ते मैनू कल टकरी
तुसी पूजा पीछे पै गए ओहदी गल्ल वखरी
जणा खणा मारदा ए पूजा ते कमेन्ट वई
उत्ता ए जड़ देंदी यारों लोंदी न्यो मिंट वई..

अरे गरे नू ओ गल्ल देंदी न्यो कहन वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई…

उता एक माँ ने यारो धी या जमी आ ए ने दो
मै कह्या किथे यारो तिडकी जी पूजा कित्थे ओ
उता एक माँ ने यारो धी या जमी आ ए ने दो
मै कह्या किथे यारो तिडकी जी पूजा कित्थे ओ..

उन्ने साडे पिंड तीन-चार गेडिया कि ला दिया
जट्टा दे पुत्ता दे हत्तो ग़इया छढ़ वा तीय
जिहने वी ओ वेखि सारे एहो गल्ल कहण वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई..

मैनू तेरी सों ए जट्टा निरी लग दी फ्रूट
जिन्नी जच दी ए जीन उन्ना जच दा ए सूट
जिन्नी जच दी ए जीन उन्ना जच दा ए सूट
ओहदे नाल ओहदीयां सहेलियाँ सी खडीयाँ
कल जदों इकट्ठीयाँ बाज़ार विच वडिया
बाज़ार विच वडिया…

मै सी सिट ना नंबर ओत्ता मगरों ना लेण वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई…

यारा पूजा नालो किते ज्यादा अत्त लगे महिना
ओहदी अंख भी कमीनी मेरा दिल भी कमीना
ओहदी अंख भी कमीनी मेरा दिल भी कमीना

दोहा दिला विच दुरी दिल करदा ना सहन वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई

पहला करनी है सेट फेर अपनी बनोणी
यारों धरे बलजीत ने तो महिना ही ले ओणि
पहला करनी है सेट फेर अपनी बनोणी
यारों धरे बलजीत ने तो महिना ही ले ओणि..

सारे पिंड वी वडाले वाले वेख दे ही रहण वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई
सीरे दा पटोला ए पूजा दी छोटी बहन वई..

सीरे दा पटोला ए पूजा दी छोटी…"
@vishalthopate5483,02:45 thanks me later😊
@aaryansharma6425,Addictive ❤️❤️❤️❤️
@abhinabnayak9663,We want the remake of this song Pooja & patola 2.0  sung by Nimar gill ft. Jass manak
@blackberry6932,Instagram reels se aayi hu shawgat nahi karoge hamara 😎😎
@akgstatus5038,Legends are Watching in 20210 😀😀😂
@varunchaudhary2220,Very nice song
@abdulkhadeer7693,7Saal Pura Na Song Hai Ab Viral Hua 😯
@vishalsingh-mb7fd,"We need its next version ,osm song😍"
@udayvardhan6492,https://youtu.be/Q8XNSYK0XG4
@rahulkaira123,At 2:46  ohdi ankh b kamini Mera Dil b kamina ...best lines
@vishalsingh-mb7fd,Osm song
@7amlo-fi498,Those who are coming from insta 2:45
@fijnurfn1508,2:45 isliye aye ho naa mi right
@geethamadhuri4.033,😍❤❤
@alphaamit1431,Legends in 2021
@spyro2605,Only legends know that why we have come for listen this song
@arpitcrorepati,मस्त हैं 😜
@balramgutam7016,Feels dekh ke kon kon aay yha
@killtechnical,Atttt song 💐👌👌👌
@dodiyabharat1347,🔥🔥😍😍😍😍
@piryanjalchoudhary4492,Koi new song banao bahut acha laga jan se bhi jyada thanks
@omsingh5006-o3e,After insta reels 😂
@patelsahab707,"Legendes, reels dekh kar kon kon aya hy"
@parmodbhagat2296,❤️❤️❤️❤️❤️
@FitnessbyPG,Kon kon reels par yea sun kar aa rha hai❤️👌🏻
@vishalyadav8491,You are come for 2:45 the magical line...
@atiksky4408,Kuch bhi bolo gaana bhale hi 7 saal purana ho lekin aaj ke comper me first listening song hai
@atiksky4408,Kon kon oct me sunn raha hai
@atiksky4408,Tik tok seen and watch the song youtube
@akhilsharma8274,Reels dekhkr kon kon aaya h yha
@suryapratapsingh7858,Odhi ankh vi kamini mera dil bhi kamini line is at 2:45 . Thank me later
@technicalsubojeet9562,20 m ko maine 21 m maine banaya 😂😂
@anilprajapati7479,Who watching this song in 2021😂😂
@Zulfu143,"Maina v ya gana pe, instagram pe video banaya. Iha pe instagram I'd ka naam dene se koi dikkat hoga kia bhaijan??"
@Zulfu143,Sir awesome
@amityoung_47,7 saal pura h ye to😂😂😂
@SunilKumarSunilKumar-xi1tx,Nice song
@kannupriya6218,The voice is ❤️
@Rahul-xy4nt,Kon kon instagram s sun kr aaya h
@shanmohmmadkhan286,Kon kon ohdi  Aakh  Kamini Mera Dil Bhi kamina sunane ke liye pura  gana dekh dala hai 😂😂😂🤣
@pramendraydv3371,Me* everytime vibing on this song😎
@AbdulRaheem-rc5xd,It's been 7 years but still same feeling as listing for the first time 😍😍
@the_one_in_mountains,Waiting for that specific line
@SatyamTrade620,I am waiting for one line and I got it after 2:45 Audi aankh bhi kamini Mera Dil bhi kamina
@jobanpreetgillsaab2812,Bhot sona gaana
@kinshupanchal9539,7 sal bad success melee he bhai ko 😂 isi liye kehte kam karte rho fal ka intzar mat kro 🤣
@srishtitiwari446,Who is seeing this song 2021 🤔after seeing reels😉❤️ this sog
@anshpandit5357,Ansh
@BADBOY-vg5oh,2021 after watching rells
@Centredecoration,Very nice song
@mohammadsaddam5626,So nice song
@ritikkumar4938,Comming after watching reels
@sumitverma307,"Mall Road uthe,menu girl takri! Wah Punjabi,Wah Mera Punjab!"
@sanatnisunilkumar,2021 mai kon sun rha hai
@er.amrinder8776,bnde de gana hor ni aya koi hun
@kevinmakwana4707,Koi le aau yaar inn singers ko wapas 🙏🔥
@varunsingh.varunsingh,"Magic words at 2:45 , thanks me later..."
@RupeshYadav-ho2ow,Odhi akh vi kamini .... ❤️
@beingadminopyt62,Instagram se Kaun Kaun Aaya Yahan per 😂😂
@amsinghboi,REELS WALON ATTENDENCE LAGA DENA 😂😂😂😂😂😂
@AbhishekGoswami,"Full punjabi songs ❤️❤️
But nowdays punjabi +hindi😂"
@shubhu9923,Panjabi song ❤️😀
@shubhu9923,Osame song ❤️😀
@lovesizzu,Haha  23 sep. 2021 i am listening this song😁😁😁after 7 year
@curiousneo,What you're searching is at 2:45 😂
@DJRonitEagle,Legends Listening 🎧  It In 2021
@yashwantpargi,2:21 Music OP 🔥🔥🔥
@Sakshi-go5xb,"Reels dekhne ke baad kaun kaun aaya yaha 
Mai to reels me suni ohdi aankh bhi kamini mera dil bhi dil bhi kamina
I am addicted to this song"
@AmirAli-cf2iw,Legend dont  listen just forward on  2: 48 you can reach to our tune 🔥🔥🔥
@mafiatheking1,Att lyrics te att music 😍
@Factual-Zone,2:47 legends Are searching for dis ...!
@vikramsingh-qp9te,Don't waste time 2:49 thanks me later
@vikramsingh-qp9te,Main MC hu jo comment box padney aaya hu
@hemantkaps,Girl is in this video is beautiful so the lyrics are
@A4_ankur_gautam,"2:44 ohdi ankh vi kameeni, mera dil v kameena ❤️"
@tushar2084,2:45 💝
@jagadeeshsahu3371,"Me roj hi sunta hu ek song ko 2 war to
Pooja di choti behna mast line he"
@priyaatriyashi587,Love song imran khan
@vivekkhokar9324,Apan ko pooja mangti
@jarinabegum6799,Love this song
@selcouth8343,😅enjoying..this 🎵
@Viraji12,Baba😉😉❤️❤️👍🏻👍🏻🥳
@gameruday5741,Girl name ?
@khushikshekhawat1745,2:44 😀
@oh_naman,2:44
@hrithiksrivastava1072,Kon kon reels dekh k aya h yaha
@raja88streetaartisboy8,Bhai still love this song
@arpitmaheshwari8342,Bollywood will also destroy this song in some time !!!
@varshatripathi236,Reel dekh k kon kon aya h yaha 😂
@shubhammotivation668,Reels Tranding 😀
@bhaktigeet4069,Pooja ki to wat lag gai hogi....
@medeepak.verrma,"Kon 2021 me sun rha h.😂😂.
Lagendry song ever🔥🔥🔥"
@simplelivingwithhighapproa4780,end mai jake bola bakwas kar diya gane ko 😝😝😝😝😝😝
@abdulnasir1616,Made in heaven 2:45
@AnilKumar-iv1qx,Odhi aankh bhi kamini mera dil bhi kamina bhi gata 3-4 bar tb bhi song hit hota 😂😂😂😂
@pankajyadav-vu2wj,"""Oddi Ankh vi Kamini.... sadda Dil v kamina"" #ultra legends"
@ballifattatalks,2:44 THANK ME LATER💌💌💌
@truth-posting,"B
U
M
P"
@NURUJJAMAN,👈👈👈👈
@HANGOVER1108,Nice song. Melodious voice
@rahulmehta94,Hum to yha par bahut purane hai bhai logo 😅
@amitbarik2648,This song was released 7 year ago & I'm listening today 🥰🥰🥰
@sukh_sandhu_pb03,boht sunya ess gaane nu bt hle b ona e sira lgda jina pehli bar sunya c
@atozhriday2844,Yasuf BMX ko dekh ke kon kon aya hai
@dipankarsharma649,Release this song again and the channel will become richie rich 💵
@digitalcreator3169,😑😑smjh to adha he aa rha hh pr 😂dil ko chu ja rha hh bar bar.
@shashwatsinghrajput9784,Legends are listening 🎧 this song in August 2021☺️🥰😁❤️
@jitendrajoshi5955,7 year bad sun raha hu .bhai super  se upar
@RajaKhan-jk7zq,2:48 only haha
@royaleditingmuchandmore2393,Plz remake this song
@monikasingh3407,Abhi jake hit hui hai
@vseries9104,Real dekh k kon kon aaya😂
@thesscaspirant54,The magical words starts from 2:50
@afzalmahlik3324,02:44 The Line Everyone Waits for
@mannuteotia6271,Hi
@shubhampandit4904,Pooja must be his friends gf 😅😅
@divyangpriyadarshi8678,🔥
@sarcastickid,You are searching is on 2:45 minutes
@rahulswami321,Swami
@rahulswami321,Rahul swami
@rvchauhan3650,"Ohdi annk v kamini, Mera dil v kamina .....# hum to bewajah khud ko khusnasib samjh baithe, ye to unki ada thi logo ko u mud mud kr dekhne ki........"
@rvchauhan3650,"Ohdi annk v kamini, Mera dil v kamina .....# hum to bewajah khud ko khusnasib samjh baithe, ye to unki ada thi logo ko u mud mud kr dekhne ki........"
@Srvwrites28,Reels ke baad kon kon aya😆😂
@notex6249,Those are here for ohdi akhilesh vi kamini mera dil vi kamina watch from 2:46
@rachnamehra6658,2:45 thanks me later
@Aditya-rr5jj,Who is listing this song in 2021🙈🙈
@jinnatsiddiqui1058,Reel dekh ke aayi idhar 🤣🤣🤣🤣🤣🤣
@rajumishra138,😀😀😀😀😭😎🚫🚫🚫🤣🤣🚫😎😭😎😃😎☕😂😂😂🥯🥯😘☺️😡😡😠🙄🙄🙄🥯☺️😂😡😠🙄😀😉😃😄😅😆😄😎😭😭🤘😂😂
@pawanpalindiamol2884,kya song h yar gajb gajb gajb
@ankursingh2037,2:44 thanks me later by hitting like button
@kkroysmail,I am listening even Now👍
@anshulalex9110,2:45 Just here for this moment. 😂
@RanjeetSingh-rn2vh,Attttt krati
@Fanpage094,Kn kn sun rha ha 2021 me 🤭
@fitalways4401,2021 o👌👌 d👌 ankh b👌 km👌n👌...
@sumitverma307,Wah Punjabi Wah Punjabi!
@kanishkachauhan1141,"Meanwhile me waiting for 
Ohdi akh wi kamini mera dil vi kamina 🤍🥲🤣"
@iranjeetg,"02:45 Aankh Bhi Kamini, Mera Dil Bhi Kamina...."
@AdarshChaurasiya3146,Bhai insta reels dekh kr koon koon ye song sunnne aaya hai?
@anshumanmishra6965,Only that one line is good in this entire song...
@421prateek,his voice is amazing
@loondry_daily,i am addicted to this song
@nimbu0860,🎤🎤🎤❤️🎤🎤🎤
@stalks1473,"Kis kis ko pooja & patola naam hai song ka pata tha.. 🤣🤣🤣
time sab ka badal jata hai jese song title.. to kaam kro karma ki firk na kro..."
@kidszone5270,Reels ka chakkar babu Bhaiya 😂😅
@amitpachauri1311,👍👍👍👍👍😍😍😍😍
@memehub5307,"Yaha  sb ankh vi kamini , dil vil kamini  search krke aya he😆❤️"
@anshumanaryan3049,Reels got me here
@MohsinKhan-eb9pi,Good
@MohsinKhan-eb9pi,Osm gana
@minha-t8b,M listing this song today
@shivanaraniashivanarania6490,Pooja di shoti pain bhai 😂😂😂
@aadityakumar423,Sire da patola hai puja di choti pehn vai👻
@IndianJugadTech,In .2021........ Only 4 aankh b kamini
@Sonu_Soni,😍😍😍😍😍😍
@deepanshuburman,Legend After Watching Reels Yt Peh Yeah Song Sunn Hn 🤣♥️💯
@snjanaramavat2206,Vhhh Bhai 🤗🤗🤗🥰🥰🥰🥰💞💞💞
@princemittal6807,2:45 get to ur favourite part 😁
@Rehma_raja,Kon kon idhar Insta Reel Dekhkar Aaya Hai hit the like .. 😄😁
@Jyotikumari-gh6rf,Beautiful song ❤️❤️❤️❤️
@vikaspandey2443,Aug 2021 me kon kon sun rha hu ❤️💕💞
@shailesh12357,real dekh ke kaun marane aaya hai
@rajsethi3916,😍
@P.S_gaming_R,Op
@manishkk3,Are 2021 m dekh rhe ho 😂😂
@ankuudubey4353,Attendence in comment section  please 😂
@piyushdubey7945,♥️♥️
@deeprajput47,Visiting after Insta Reel 🤟🤟🤟🤟🤟🤣🤣🤣
@mipollite944,2:46
@atishayajain3870,Direct listen from 2:42 for the magical words
@kapurep1935,2021 enjoy
@Plastic669,😘😘😍😍
@subscribekardo1736,Jisko jisko ye song pasand nhi uski ma ki chuut uski bahen ka bhosda🇨🇮
@Bilal_empire,music... ❤️😍🥳
@shayarhai8899,Could not understand a single word other than 'odhi ankh vi kmini mera dil bhi kmeena' but still listening for that one line😵
@sukun6194,Ohdi ankh vi kamini mera dil vi kamina 😂 mil hi gaya... but really appreciate you sir 7 saal baad ab aap trend ma aae ho congrats sir. 🙏❤️ Love from gujrat
@MUKESHKUMAR-im5xd,Yaar koi ko punjabi samajh me aati ho to is hindi translate kare plz so song heart touching h.
@Getfitwithshashank201,7 saal baad kuch khaas sunne ko mila h 😍
@abdullahpathan42,🙏
@amanprajapati4751,SB us ek line k liye hi auntie h gaane ☺️☺️ but believe Pura Gaana or music bhot hi Acha h 🥰🥰😘😘👏👏👏
@nooraman6448,Oh di ankh vi kamini mera dil bi ka Mina aaye haye
@ballifattatalks,Reels ke chalte yeh masterpiece mila
@littleankit7880,Kon kon reels video dekh Ke song Search Kya Hey 😍✨💫✨😍💖💖💖😍🙏🙏🙏😍...
@Podcastshortsdeep,Kaun kaun reels se aa raha hai yaha  hajiri lagao 😂😂😂😂😂😂😂😂😂
@ashiqueullah6064,2:42....
@indxb7140,Starts at 2.45.. U know what I mean 😂 😂 😂
@srishtianand1156,Reels dekh kr kon kon aaya h😂😂😂😂😂😂😂😂😂😂
@anandjyotsana,Awesome 👍👍
@Mauryaashu,2:18 i thought diljit dosanjh is there 😁😁
@Mauryaashu,Most underrated song of 2014😳😳😳
@kirtisingh9925,I love this 🎵
@sabhyatasen6372,Kown kown insta se yaha aaya h 😂😂
