Username,Comment
@zainakhtar1848,His voice is like a ibrarul Haq Pakistani singer
@Shikha..Vishwakarma,I love you bro best song hai
@starrakul2222,"No vulgarity,still sounds wow, identity of Punjabi song"
@aasissethy216,Nice song
@ouroborostaleeater8355,This bottle is aged for 8 years.
@praveshsinghpravesh7044,😍😍😍😊😊😊😊😃😃😃
@dashingboy1815,8 years ago just lit.....today also no competition of this song one line is of this song is better then whole life of Badshah.
@cutemaster3630,Seere da patola ye pooja di chhoti ben 🤣
@rishavchaba3565,2:45
@RajTiwari-bx4nn,Old skool is always the best
@starrakul2222,"Addicted song man, Bollywood me ana chahiye song"
@gauravkaushik1118,My fav song and I m also listen this song in 2021 and I listen this song 2 time in a day when take bath and when doing exercise it give me energy 😘😘
@ahmadofficial4576,Who is here after listen this song in insta real
@kamleshyaduvanshi1584,Kamlesh
@VishalGupta-pq1zl,",💯🤟🕺🕺🤸🤸"
@vishalgamer6615,Aur banao aise hi gaane like comment karane ki liye Mai hu aap ke sath
@alexfirdous8423,My febret 🎵  song  i love you this song 😍🥰
@adeebtarar1698,Nice songs
@anusharathore2901,2:45 ❤️
@tajwarali7380,Ek line k liye sab ye Pura song sunte hongy
@anshyadavgps6b168,This song is just come in action because of you tube shorts
@mdehsan6108,Md Ehsan
@ajaysinghyadav7897,Puja di choti 🥰🥰
@SanataniVegnMuslim0,Legend watch in 2022
@rameshkumarbhardwajrameshb4311,Good song by Rupesh Kumar Bhardwaj ko bhi bahut pasand aaya
@Sohilkhan-kz6nc,Songs
@jassgill3874,Good
@anupmakeshri5115,Hindi lyrics anyone?
@beingzoya3353,2:40
@blackmoneygeming2418,Op song
@urztixgixyocgixyocuv2510,My husband crazy for this song evrytime....nice song
@samratrajput6854,My best song
@saffatahmad9437,Complete punjabi sweet dish.....
@AmitKumar-pq9nl,Nais song😘😘😘😘😘😘😘😘😘
@vidhayakji9045,Instagram reel per se kon aya है 😘😘😘😘💚🖤💚🖤💚🖤💚🖤
@sharifshaikh3355,Amejing😌
@tiwariraja8459,"Namar gill ko 
Dil se selut 🙏🏻🌹"
@tiwariraja8459,"❤️❤️❤️❤️❤️
Meri jaan ko bahot
Pasand h 🌹🌹"
@bipinpanigrahi1483,Supper 👍👍
@pkboss0758,Legend Start Watching From 2.45 .... Let's Move on Line Teri Ankh V Kamina Tera Dil V Kamina ..
@gauravasole4015,8 yrs Old Bomb💣 🔥🔥🔥 🥳
@jeetugalley,Ajj phli waar eh gaana suneya... Sachi ekdum ghaint song... Singer di awaaz v superrbbbb
@mahibtslover_7777,This song is like a Time bomb nice song 😍😍I can learn it I love this song 💝💝💝💝💝💝💝
@maheshdhamecha,Pooja kaha hai sala
@Jyoti-he6fi,I like this song ever and ever
@NehaSharma-ju7yc,Bhot hi vadia song
@priceactiontrader209,First line best for ever odi ankh di kamini
@tanveerali4887,Ye hindko language he Jo thori Alag he Punjabi se 😶
@arshchahatkhan6230,Any one write full lyric in Hindi 🙄
@sunilsisodiya001,Comments ...parne valo ..pooja ki to baat hi alegg he
@rohityadavcool5719,Jane kaun se language me song hai
@RANJEETKUMAR-pq5rf,Love you
@nehu1909,Ohdi ankh vi kamini mera dil bhi kamina 🧨🧨🧨🧨🧨🔥🔥🔥💥
@jayshetty598,Pooja is famous again after 8 yrs
@msdhonifan9411,This song is like a Time bomb..after 8 yrs magical
@Sureshchoudhary-rx9xd,सुनते ही पसन्द आने वाले टॉप सॉन्ग में ह
@Kanux7,Op
@Fitguyunder40,How many of us are here because of tik-tok video on Tejaswaini and listening to Oh di ankh bhi kamini...
@RubyKumari-lq7sr,Nice song
@shahnawazsaif216,नमर गिल 👌👌👌
@snehasawane7247,Sub yaha pe ye song sunne 2021 mai hi aaye hai kya 😂
@nidhiyadav8403,Very nice 👌  song
@rajeshkumarraikwar4207,Super song bro....
@spy3440,Your voice is ❤️❤️❤️ Sweet lovely awesome ❤️❤️❤️ I'm not able to explain 😊😊😊❤️❤️❤️❤️👍👍👍
@ramansachdeva9894,This so lovely song
@neetushukla9696,I like this song
@akshayjain7949,Obssessed with this song ❤️❤️❤️❤️❤️..
@mdwasimakrm4334,Mast
@meenugangwar4113,My elder sister's name is pooja .🤩🤩🤩🤩🤩
@IND1319,"Too modern concept before 8 years 
And now I am listening 🎧
Tb mere pas phone hi nhi tha 😃👍👍"
@Mastermind8gaming,Kon kon short video dekh ke aya hai 👍👍👍
@prabhatranjan491,Searching for @2.45
@Tanusree_saanvi,"I found this beautiful song by lyrics in reels...where was this for all 7years,🤔"
@sanjidahoquechadni6479,2021 🇧🇩 🎶 🎧✌️
@manishgola6611,🇻 🇪 🇷 🇾 ꧁꧂🇳 🇮 🇨 🇪 ꧁𝐎𝐒𝐌꧂💖🌿💞💞꧁𝐁𝐞𝐚𝐮𝐭𝐢𝐟𝐮𝐥꧂🥀💜🌿👌꧁𝐖𝐎𝐖꧂❤️🌿💐🔵🔵🔵🔵꧁𝐒𝐔𝐏𝐄𝐑꧂⬛⬛⬛⬛⬛⬛⬛⬛⬛⬛⬛⬛🌷🌷🌷⬛💛💛💛⬛❤️❤️ song
@vyz.6372,Teri ankh v kamini Mera dill v kamina ....🤪
@fairy6011,"I am here to listening only this line 👇
2:44







🤣🤣🤣🤣🤣🤣
After 8 years 😂"
@xmartyayanchoudhary4980,Kon kon ab bhi sun rha hai 😝😜🤪
@ashishkumarsianger3896,very mast song
@allsongsnew9705,"Everyone's favourite lines: Ohdi ankh bhi kamini, Mera Dil bhi Kamina ❤️❤️❤️❤️❤️❤️❤️❤️"
@allsongsnew9705,Reels ne isko bhi nhi chhoda ji.. suno saare
@arshialam1297,Legend song I love you the old song like me 19k song I blive me
@suraj0123,Magical word 2:44 min
@divyaraj1616,✌️❤️😎
@anil4188,I like this song 👌👌
@super_siddharth01,What's the girl name who's dancing?
@gunjanmehra4939,2:38 is the best lyrics
@prasantakumar7716,👍👍👍🎆🎆🎆
@babu29941,Supar dupar hitty
@vigneshd1731,Came to Listen after see Reels from Instagram
@sapnalodwal86,I love song
@bablitomar5306,Nice song
@SunilsinghRajput2306,Bhai Omegle Pr Jake Apke Gane ka Promotion kr raha hu Song like Time bomb abhi tak 18-20 logo ko song ka Name likhle Bheja he Omegle pr 😂
@nikhilmishra8381,2:49 conclusion of whole song... 😂😂😂
@Boss-nl3iu,Maza aa gya bhaii
@ARKCricketTV,2:40..
@indian_food1200,Super music
@shribhagwanshribhagwan5640,Sumita yadva🐰🐭🌛🧁🏀🌃
@prasantprasad9989,need more song like this🤗
@gurleenkaur8971,Legends are listening this in November 2021😅
@gajeshwarkumarmahto3406,Nice song
@abhisheksinghbhagaur1339,Can anyone tell me the name of the model !!
@abhishekjhanja2635,Bhai ya hi gana fir se release Karo fier 1millon view hoga
@tanish2211,Really great dil khush kr dita Bhai
@tanish2211,Really very nice voice nd nice song lyrics 👍
@shaikalmas3374,Fasefone
@Singing_Dentist,2:45
@sumittayal4934,Masterpiece
@armanshah9791,Very nice song
@sanjaysahu5643,Nise
@murmukumarkeshab6190,Jabardost
@KiranKumari-fq9jp,My favourite song i like this song 😎😎😎😎😎
@Xavier54331,"Itne salo ke baad bhi is gane ki khubsurati me koi kaami nahi aayi. 😘😇
Beautiful Punjabi song ever...."
@yogeshkachare0330,Nice all panjabi songs 😍
@harshverma2898,bhai pooja mil gyi hai meko ye gana sunke ...thnx bhaii😘😘😍
@irfanbeg2217,Oop
@AshishSharma-yh1wc,Very Nice Song Bro
@saeedbasit804,Lov song
@officialwhitygamer4196,This song really good after 8years this song having views
@shaileshyadav1017,Like song
@kanakchandraroy.2297,I liked this song...❤️it.
@aashikurrahman4682,2021
@pankajdubey7799,Dil se Salam hai bhai ye song ko👌😊🤗
@Kkphysicsclasses,2:45 me h wo line Jis  k liye yaha tak aye ho😀
@ameyabujone4529,Only because of viral reels
@ArvindSingh-xv9zq,Nice song
@devroy7130,"Artist are like.."" dude i made this song....now i hv to wait like 7..8 yr straight to come into trend"""
@HelloZoya,"Me who came to listen just one line,
Now vibing on the whole song 🤣🤣🤣"
@akashmaurya1000,Is song me lead girl ka name btao koi plz
@desigamerkaranft1358,Hii muje song me le lo
@AmanThakur-wl4ke,SILENT LOVE 2 IS THE BEST SONG OF NAMAR GILL. YOU WILL FORGET THIS SONG
@seematofa,Simple man with golden voice ...no more blazer and heavy jacket and all .....with gold and Show sha...... simple shirt and trousers...... looking so hot........ ❤️❤️❤️❤️❤️
@KidzLand-rz3qx,😎
@imranmehmood9663,Auto tuner zindabad.
@dheeradheera6586,Very nice
@negi_x_8,"Mood freshing song !





Subscribe. If you agree"
@dikshakatheriya4532,Java sat song 🎵 👌  baut acha h ye song jisne bbi gaya h usko thanks baut baut
@jayshetty598,Listening 🎧 endless this song today
@DailyStory2005,love this song 😊😃❤️💝💕❤️
@anushreeyadav7029,Bluetooth Ka zamana
@akaashsonkar1166,I love album superb beautiful
@unnatimbst.6048,"2:45 😂😂😂 only this word i listen full song..... 

Kab aega kab aega kab aega....😂😂😂 aa hee gya akhir me......"
@irshadkhan-jf3wt,I love this song very much
@shivakanaujiya1468,Who is here after insta reels 🤣🤣
@akkihomestudio1051,Aaj hit hua ye song but mane suna tha 🤗2:45
@Faltukevlogs.00000,Absulutely away some song . Mind go in music world after listen this song
@waqarahmedahmed1664,Baljeet ke swag ke liye ek like👍👍
@manishbairagi7574,Super song bro
@manishpal3337,Nice Soong
@manishpal3337,Gane ko 8 saal ho gaye hain aur humne abhi suna hai
@silentknight1346,Who waching this song in 2021🔥
@ashoksharma-jx1vu,Khatri song
@ashoksharma-jx1vu,Very nice👍👍
@ashoksharma-jx1vu,Op song
@ushathakur8901,Kabhi kabhi kuchh gano ke daur kabhi khatam nhi hote 🥰🥰
@deepakvishwakarma3564,Pooja ki choti behan patola h  ab pta chala.
@shivambadhani9430,Bhai 2:46 p left side wle ka pawn fisla 😂😂😂
@gagandeepsingh91732,Sirra
@jyotipurbaa,I m listening this song ..just bcz my elder sister name is puja😂😂😂😂
@gauravgaud99,Pooja sahi lag rhi hai
@sameersaini47,Super song
@jatinkumarazz6904,Anyone November
@sunilgautam8838,The time come in this  song in 2.46
@pragyasharma8594,2021 watching still who else is there😄😁 in November
@drxfact4894,sfasf
@mrinmoysingh7482,Got some sick beats 🔥🔥🔥🔥
@nikhilmishra8381,Awesome
@yashkhandelwal4456,Legend Baljit..
@ratansensingh1948,I don't understand lyrics but iam addict ofsong
@kanishakanisha7224,"Best song ,,💋💋💋"
@rajansharma4945,The.great.song
@kamendrasharma54,Nice song
@rashmiyadav8588,Dedicated to all girls whose name is POOJA.
@chaudharyfarms4295,2:45 ...thanx me later
@jasmeetsingh2069,Isn't this Puja Bannerjee?
@jatinyadavsehlangia1183,👌👌
@subodhrambo7354,Jump 2:45 for what u want to listen
@champakshay,"2.44  is what you are looking for, Thanks!"
@mohdrashid306,Fadu  song👌👌👌👌
@4x4Gang,🙏🥰🥰WHO COME FROM INSTA TO LISTEN FULL SONG 🥰🥰🥰
@pawan5738,i used to listen this song in my childhood
@SurajKumar-fs5in,Nice song
@SurajKumar-fs5in,🥰🥰🥰🥰🥰🥰
@lalilahoriaofficial,nic
@arpanbanerjee7829,Nice song
@manojmanhare364,Op song
@gungunkari7678,Kya song hai
@imranmehmood9663,Entire song is lovely.
@ashish6945,Pooja 😂
@pawan_enlights,1 billion views kab kr rhe ho guys
@thehatkegamerz_king_kartik,0:34 what a action jump scene opp
@ishasharma5624,Whole song is 💥💥🔥🔥💫⭐⭐⭐
@gunwantsinghrajput,"Coming for- Ank bhi kamina mera dil bhi kamina
 after listening : sire da patola pooja di choti bhen bhai"
@noorfatimakhan2308,What a song superb amazing
@ASADNANQURESHI,"2021 kon kon sun raha hai ye song
🙋🧡🤍💚👌❤️"
@Adityaayadav6,"Exactly, old is always gold😍😍✨🎊🎉🎈✨"
@ajitbhaifkgyan4496,Dil ve kameena
@vishnuks4058,I love you so much NG
@farinashaheen6456,"Oooo bhaiiiiiii mai kya khu is gane ke bare me kuch bhi khu kam pad jayenga its amazing wonderful  sirf (odhi ankh v kamini,mera dil v kamina) ye line hi nhi balki pura ka pura gana hi 😍😍😍 gajjab hai 👌🏻👌🏻👌🏻"
@sourabhkumbhar8262,those magical words are at 2:44 😁
@khushikcrajput8365,Ohdi ankh v kamina mera dil v kamina yeh Line sunkar kon kon yahan aya meri tarah 😁😍😍 awesome song 😘
@islamali9740,Gajb gaya h bhai
@meenuchaudhary479,Op khatar naaksong
@abhishekpatel4929,Yupp am come here in November diwali 2021😂🔥🔥🔥
@deveshmourya3610,Old is gold
@virendrasahu9114,"The earlier Punjabi songs were something else, their music was also very good, but today's Punjabi songs are not that special."
@nikhiilll.9,Axxhi lgti h meko👀💖
@babu29941,Love u voice singing nd song
@ravindrahire5256,bas apki awaj bahot nice
@sunnyjaiswar6974,Boll jeet
@birendarmodi9029,Nice song
@nitinshinde9565,Why evry time it make refresh is it weed or what😍😍😍😍😍
@pkxdcookie9748,Lovely song and the singer so cute 😍😍
@amritik8013,2013like
@ferrisstation7279,"The Line you are finding is at 2:42
😆😆❤"
@TheBOYSTEAM202,I love you I love you
@budhrajkumawat4433,😎😍😂😀
@sanskari_ladka160,Desi singer dhaamal song
@up45godkrishnaji6,Love ke liye main bhi cameena hu bhai
@singhiskingmahadevfan6526,"Song,s was good but ho agreed with Nice singer 😘❤️👩‍❤️‍👨"
@jasmeetsingh2069,Is this puja Banerjee
@natureprakrutiisfinalgod2463,"Pata ny ji konsa nasa kardi ye lines_____--ohhhdi aankh v kmini , mera dil v kmina ."
@ImranAnsari-th9vb,Me roj sunta hu ye gaana 10.15 baar
@asicant,Who else came here after tiktok video
@ranatalha8713,Love songs 👍👍👍👍👍👍😍😍😍🥰🥰🥰🥰
@ranatalha8713,Love songs
@विनोदराणा-ख9ख,आपने करंट कसे बनाया
@manu-ff9tp,💖😍
@gauravnayak6225,This song famous only her one line - oodi ankh vi kamini mera dil vi kamina...🤭
@Starindustry22,Still going keep listening guys
@rohitbisne5538,Wich Name To girl
@mdnasimansari8508,Subar bhai
@DjArzuMix,Super ❤️
@awarasagar9995,Mast bro 🤜 lovely to song 🎵🎵🎵🎵
@govindagupta2893,Bomb 💣
@Abhijeet77777,Heroin ka koi naam batao yrr
@ranjan8521,So Nice songs
@gurvinderrai5758,Awesome
@indorisonu,Childhood memories ❣❣❣❣❣❣❣👍👍👍👍
@ashishjha2884,Esa bhi koi song tha kya ... Wo to bhala ho MX takatak ka ye song sunne ko mil gya 😂😂..
@RahulSingh-wo5om,Nice song ❤️❤️❤️👍👍👍👍👍👍😘😘😘😘
@rajveerpundir,His voice match abrar ul haq Pakistani singer
@aakritiartandcraft7258,Your vioce is magical
@alexfirdous8423,My febrite song 🤩
@SurajKumar-ee8yh,Kya bolu song ke liye jabdarst 👌👌
@jatinsharma2072,2:44 this line..🔥
@harikumaryadav6831,Oyyyeeeee hoooyyyeeee ❤️
@ValarDohaeris96,Many songs like this one are waiting for their chance to explode
@amolyerme3855,after listening the song so many times I  liked girl also..who is she
@Sonukhan-ut9sl,Kitne saal baad fames hua hai ye gana
@thenkssharma3264,Shupar ha
@manu-ff9tp,😘
@shivampalpal2557,Nice song bhai
@abhisekmukherjee2596,"It is very true that Punjabi songs has improved in terms of both lyrics and music far ahead of the faltu bollywood and any other film industry.
Punjabi songs will remain top for next 30 years
Wahe Guru Ji di Fateh
Jai Shree Ram"
@indian_food1200,Nice song🐱
@thelazyhead,Legends in 2021 attention please 👍
@passionforartbymonikachauh1907,Listening first time awesome song and listening again and again
@JiyaJamliya,Anyone in  2021.....
@JiyaJamliya,Nice song.....
@aashishkandu6924,Ye song mujhe bahot accha lagta hai
@bikashkumarmishra3866,2021 6 7
@29Explainer,"Instagram par sunne ke baad me youTube par pura sunne aaga ya
🎵Song:🔥"
@sonuchandravanshi3156,Isake aage sare Raper singar fail hai dainamik singer
@sonuchandravanshi3156,Blast song
@Anonymous-se3me,Lit song way advance for that time neon light and dance moves 💥
@tajwalebaba6107,Mashaa allahaa  nisc song 🤩🤩🤩🤩
@shyamkhandelwal3073,Retro effect after a long time 🤩
@ghankashyap4046,Parmendra kumar Baghel
@durgeshrai7423,listen to this amazing song 101 times in single day loved it
@priyankarmondal6515,Not only lyrics but music is also superb groovy
@manishsingh-yd6zz,New song leye ke aao
@manishsingh-yd6zz,Pagi I love you
@mohdashik724,Ashik
@vanshop6592,2:44 thank me later
@PRINCEGUPTA003,2:44 is the time for which you all visited here
@karangiri341,Nice song yrr
@kuridevi4109,My best music
@souravkhandelwal4950,Old punjabi songs are better than many today’s songs
@ideepakadhikari,Mja agya bhai
@rdeepakkumar98,This song is addictive
@anshsharma7548,Anyone in October 2021
@dineshkumar-hb3rf,att da song......
@mahibtslover_7777,This song was very best
@poonamdamade535,I love❤ 🎵song
@musiclearn3881,tagda👌👌👌👌👌👌
@blxssed6996,Addictive
@lightapp6783,Reels dekh ke aaya
@deepakangural19,Trending again because of reels.....btw it's awesome .....sira da patola ae pooja di choti pan 😂😂
@rajcomor5502,Ppppppp7ruru
@bibeksutradhar3590,Awesome Song
@kopalkundola4438,2021 me kon he thoko bhai
@mohammedirfanali4155,Very Very very nice song 👌👌👌👌👌👌👌👌👌👌💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖
@TJ-ss2qp,Its on 2.45  thanks me later
@jagnoorsinghjagnoor8130,Ryt
@hariomkushwah3212,2:44
@AScreasion,"8 sal bad trend mai aaya song 
   Mujhe to bhut hi mast lgta hai yaro 😘😘😘 👌👌👍👍👍👍"
@amanatshah3073,Here For - 2:45
@anilsahani4095,Kaun kaun is song ko instagram se sunke aa rahe ho hit like 👍👍
@ayushmankumarjangde6707,I love this song
@kadirgillsaab7851,This Song My Favourite 🤟🤟
@sohambhowal7036,Kon kon is song ko ab dekh rahe ho like PLZZ
@sganuraggaming9364,8 saal purana song bahut kamal ka hai🤗🤗🤗🤗🤗
@ashokmanjhi3018,Best singer and song awesome
@ajay_yadav_128,This song 🎵 is Bomb.😬😬
@ShivamKumar-ht8rv,best song ❣️❣️❣️❤️❤️❤️
@kavita.sharam8545,What we learnt from this...after 8 years his work paid off...believe in yourself stick to the goal...someday people will recognize you
